EmployeeID,EnvironmentSatisfaction,JobSatisfaction,WorkLifeBalance,Age,Attrition,BusinessTravel,Department,DistanceFromHome,Education,EducationField,EmployeeCount,Gender,JobLevel,JobRole,MaritalStatus,MonthlyIncome,NumCompaniesWorked,Over18,PercentSalaryHike,StandardHours,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,YearsAtCompany,YearsSinceLastPromotion,YearsWithCurrManager,JobInvolvement,PerformanceRating,hrs
1780,Very High,Very High,Better,34,No,Travel_Rarely,Research & Development,12,Bachelor,Technical Degree,1,Male,1,Research Scientist,Single,45050,1.0,Y,12,8,0,6.0,3,6,1,4,High,Excellent,7.770579399141389
1781,Very High,Low,Better,55,Yes,Travel_Rarely,Human Resources,7,Bachelor,Human Resources,1,Male,4,Laboratory Technician,Married,74280,5.0,Y,12,8,0,24.0,2,5,1,4,High,Excellent,8.050948067632778
1782,Low,Low,Better,36,No,Non-Travel,Research & Development,7,College,Life Sciences,1,Male,5,Sales Executive,Single,116310,1.0,Y,18,8,1,10.0,2,10,0,9,Low,Excellent,7.365676579068611
1783,Very High,Very High,Better,52,No,Non-Travel,Research & Development,1,Master,Life Sciences,1,Male,5,Sales Executive,Married,97380,0.0,Y,18,8,2,5.0,2,4,1,2,High,Excellent,7.183624225083333
1784,Low,Very High,Better,26,No,Travel_Frequently,Research & Development,2,College,Life Sciences,1,Male,1,Manufacturing Director,Divorced,28350,3.0,Y,11,8,1,5.0,2,2,2,0,High,Excellent,7.028827025715556
1785,Medium,High,Good,29,No,Travel_Rarely,Research & Development,10,College,Medical,1,Male,3,Manufacturing Director,Married,169590,4.0,Y,14,8,3,11.0,5,8,1,1,High,Excellent,6.22695961718
1786,Very High,Low,Better,26,Yes,Travel_Rarely,Research & Development,15,College,Life Sciences,1,Male,2,Laboratory Technician,Single,26130,6.0,Y,19,8,1,6.0,2,4,1,2,High,Excellent,6.197631766381667
1787,Medium,Very High,Better,34,No,Travel_Rarely,Research & Development,14,Master,Technical Degree,1,Male,2,Manufacturing Director,Single,61460,2.0,Y,12,8,0,10.0,3,4,1,3,High,Excellent,6.097457446808333
1788,Very High,Low,Better,54,No,Travel_Rarely,Research & Development,18,Master,Medical,1,Female,2,Laboratory Technician,Divorced,49630,9.0,Y,15,8,1,9.0,2,5,1,4,High,Excellent,8.857860750360556
1789,High,Very High,Better,27,No,Travel_Frequently,Research & Development,13,College,Life Sciences,1,Female,4,Research Scientist,Married,195370,0.0,Y,12,8,0,5.0,5,4,1,1,High,Excellent,6.777046181984445
1790,Very High,Low,Good,37,No,Travel_Rarely,Sales,2,Master,Technical Degree,1,Male,2,Manufacturing Director,Divorced,61720,0.0,Y,11,8,0,6.0,1,5,4,3,High,Excellent,9.377894112060556
1791,Low,Low,Better,38,No,Travel_Frequently,Sales,2,Master,Life Sciences,1,Female,2,Research Scientist,Single,23680,6.0,Y,11,8,1,17.0,3,15,4,12,High,Excellent,10.82192411924111
1792,High,Low,Better,34,No,Travel_Rarely,Sales,2,Bachelor,Marketing,1,Male,1,Sales Representative,Single,103120,1.0,Y,12,8,0,6.0,2,6,1,3,High,Excellent,6.887651300236389
1793,Low,Very High,Good,35,No,Travel_Rarely,Research & Development,5,Master,Medical,1,Male,3,Manager,Married,16750,1.0,Y,16,8,0,3.0,6,3,0,2,Medium,Excellent,7.769685030218334
1794,Very High,High,Better,30,No,Travel_Rarely,Research & Development,20,Bachelor,Medical,1,Male,1,Laboratory Technician,Married,25230,3.0,Y,13,8,1,7.0,2,2,0,2,High,Excellent,7.19234057971
1795,High,Medium,Better,40,No,Travel_Frequently,Research & Development,10,Master,Medical,1,Male,2,Manufacturing Director,Married,65670,1.0,Y,13,8,1,8.0,3,8,3,7,Very High,Excellent,6.371433615819167
1796,High,Low,Better,34,No,Travel_Rarely,Research & Development,10,Bachelor,Life Sciences,1,Male,3,Healthcare Representative,Married,47390,5.0,Y,24,8,2,6.0,2,3,1,2,High,Outstanding,7.893172705313889
1797,Medium,Very High,Good,42,No,Travel_Frequently,Research & Development,9,Master,Medical,1,Male,1,Manufacturing Director,Divorced,92080,1.0,Y,15,8,1,24.0,2,24,14,9,Very High,Excellent,7.787595785440556
1798,High,Low,Better,23,Yes,Travel_Rarely,Sales,2,Bachelor,Medical,1,Female,4,Manufacturing Director,Married,45590,1.0,Y,18,8,1,1.0,2,0,0,0,Medium,Excellent,7.996996598639444
1799,High,Medium,Better,24,No,Non-Travel,Sales,1,Doctor,Marketing,1,Female,1,Manufacturing Director,Divorced,81890,1.0,Y,14,8,1,1.0,3,1,0,0,High,Excellent,6.6636064030130555
1800,Very High,High,Better,52,No,Travel_Rarely,Research & Development,29,Bachelor,Life Sciences,1,Male,2,Manufacturing Director,Married,29420,8.0,Y,11,8,1,9.0,1,5,1,4,Medium,Excellent,6.058953625235278
1801,High,High,Better,50,No,Travel_Rarely,Research & Development,8,Master,Life Sciences,1,Male,2,Sales Executive,Married,49410,5.0,Y,11,8,1,30.0,3,4,0,3,Low,Excellent,6.363878515444722
1802,Medium,Low,Better,29,Yes,Travel_Rarely,Sales,2,Master,Marketing,1,Female,4,Research Scientist,Married,106500,1.0,Y,13,8,2,1.0,2,1,0,0,Very High,Excellent,10.674197154471388
1803,High,High,Best,33,No,Travel_Rarely,Research & Development,3,Master,Life Sciences,1,Male,4,Manufacturing Director,Married,59020,0.0,Y,12,8,1,14.0,2,13,3,7,High,Excellent,6.9036733716475
1804,Low,Low,Better,33,Yes,Travel_Rarely,Research & Development,23,Doctor,Life Sciences,1,Male,1,Human Resources,Single,86390,5.0,Y,16,8,2,6.0,3,3,0,2,Medium,Excellent,8.022934782608612
1805,High,Very High,Good,47,No,Travel_Rarely,Research & Development,6,Master,Other,1,Male,2,Manager,Married,63470,1.0,Y,14,8,0,26.0,2,26,3,0,Very High,Excellent,9.462471631205556
1806,High,Medium,Better,36,No,Travel_Rarely,Sales,6,Bachelor,Medical,1,Female,2,Sales Executive,Married,42000,0.0,Y,22,8,0,10.0,3,9,0,5,High,Outstanding,7.623010018214722
1807,High,High,Better,29,No,Travel_Rarely,Research & Development,10,Bachelor,Other,1,Male,1,Research Scientist,Married,34520,1.0,Y,11,8,0,10.0,3,10,0,7,Medium,Excellent,7.655044110634167
1808,Very High,Medium,Better,58,Yes,Travel_Rarely,Research & Development,24,Bachelor,Other,1,Female,2,Research Scientist,Single,43170,7.0,Y,17,8,0,40.0,2,31,13,8,High,Excellent,8.896928240740555
1809,Very High,High,Better,35,No,Travel_Rarely,Sales,10,Master,Marketing,1,Female,1,Research Scientist,Single,26320,3.0,Y,13,8,3,7.0,3,2,2,2,Very High,Excellent,7.759774805669722
1810,Very High,Very High,Better,42,No,Travel_Rarely,Sales,15,Below College,Marketing,1,Male,2,Laboratory Technician,Married,46680,9.0,Y,18,8,2,8.0,2,4,0,2,High,Excellent,10.365166432255
1811,High,High,Good,28,Yes,Travel_Rarely,Research & Development,19,Master,Medical,1,Female,2,Sales Executive,Single,32040,6.0,Y,16,8,1,5.0,4,2,2,1,Medium,Excellent,6.192641263057777
1812,High,Medium,Better,36,No,Travel_Rarely,Research & Development,2,Bachelor,Life Sciences,1,Male,2,Healthcare Representative,Married,27200,4.0,Y,14,8,1,8.0,3,5,0,4,High,Excellent,6.590180375180278
1813,High,High,Better,32,No,Travel_Rarely,Research & Development,3,Below College,Medical,1,Male,2,Manufacturing Director,Married,171810,1.0,Y,14,8,0,14.0,2,14,6,8,Medium,Excellent,7.992938296903334
1814,Low,High,Better,40,No,Travel_Frequently,Sales,9,Bachelor,Marketing,1,Male,3,Manufacturing Director,Single,22380,6.0,Y,14,8,0,10.0,3,1,0,0,High,Excellent,6.877219907407222
1815,High,Very High,Good,30,No,Travel_Rarely,Research & Development,7,Bachelor,Technical Degree,1,Male,2,Research Director,Single,14830,5.0,Y,13,8,0,12.0,3,0,0,0,High,Excellent,9.4019648526075
1816,Medium,High,Better,45,No,Travel_Rarely,Research & Development,10,Master,Life Sciences,1,Male,1,Research Director,Single,56050,1.0,Y,12,8,2,1.0,2,1,0,0,High,Excellent,6.573981481481389
1817,Medium,Medium,Good,42,No,Travel_Rarely,Research & Development,20,College,Medical,1,Male,2,Sales Representative,Married,72950,1.0,Y,15,8,0,10.0,3,9,7,8,High,Excellent,7.594003546099167
1818,Low,Low,Good,38,No,Travel_Frequently,Sales,4,Bachelor,Medical,1,Male,2,Research Scientist,Divorced,23060,2.0,Y,19,8,1,13.0,5,4,1,2,High,Excellent,7.527944682880277
1819,High,Very High,Better,34,No,Travel_Frequently,Research & Development,7,Master,Life Sciences,1,Male,3,Laboratory Technician,Single,23480,1.0,Y,14,8,1,6.0,3,5,1,3,High,Excellent,6.849568965517222
1820,High,Very High,Best,49,Yes,Travel_Rarely,Sales,7,College,Life Sciences,1,Female,2,Healthcare Representative,Married,89980,1.0,Y,14,8,2,9.0,2,9,7,7,Very High,Excellent,6.313039855072223
1821,High,Very High,Good,55,Yes,Travel_Rarely,Human Resources,16,Bachelor,Technical Degree,1,Male,4,Manufacturing Director,Single,43190,4.0,Y,11,8,0,12.0,3,9,7,3,Very High,Excellent,6.389931693988889
1822,Medium,Low,Better,43,No,Travel_Rarely,Research & Development,25,College,Medical,1,Male,2,Healthcare Representative,Married,61320,6.0,Y,13,8,0,22.0,3,4,1,0,Medium,Excellent,7.254813642756667
1823,High,Very High,Better,27,No,Travel_Rarely,Sales,2,Master,Medical,1,Male,2,Manager,Divorced,33460,1.0,Y,21,8,1,9.0,2,9,0,8,Medium,Outstanding,10.525373015872777
1824,High,High,Best,35,No,Travel_Rarely,Research & Development,1,Bachelor,Medical,1,Male,1,Research Director,Single,108550,3.0,Y,13,8,1,17.0,2,8,1,6,High,Excellent,6.963209475709444
1825,Medium,Medium,Better,28,No,Travel_Rarely,Sales,1,College,Technical Degree,1,Female,1,Sales Executive,Married,22310,1.0,Y,12,8,0,8.0,3,8,7,5,Medium,Excellent,9.911441256830555
1826,High,Very High,Bad,34,No,Travel_Rarely,Sales,2,Doctor,Life Sciences,1,Male,4,Research Scientist,Married,23230,0.0,Y,17,8,0,4.0,2,3,0,2,High,Excellent,6.9137447698744445
1827,High,High,Better,26,Yes,Travel_Frequently,Research & Development,22,Master,Other,1,Female,1,Sales Executive,Married,20240,1.0,Y,23,8,0,8.0,2,8,1,7,High,Outstanding,8.012555315055279
1828,Very High,Very High,Good,27,No,Non-Travel,Sales,1,Bachelor,Technical Degree,1,Female,1,Sales Executive,Married,27130,1.0,Y,11,8,0,0.0,2,0,0,0,High,Excellent,7.218107263107222
1829,Low,High,Good,51,No,Travel_Rarely,Sales,16,Bachelor,Medical,1,Male,3,Research Scientist,Married,94390,2.0,Y,15,8,3,29.0,0,20,4,17,High,Excellent,6.056423611111111
1830,Very High,Medium,Good,44,No,Travel_Rarely,Sales,24,Doctor,Medical,1,Female,1,Sales Executive,Single,25660,9.0,Y,11,8,1,10.0,3,5,2,3,High,Excellent,6.215828645100555
1831,Low,Low,Good,25,No,Travel_Rarely,Research & Development,17,Bachelor,Medical,1,Male,1,Laboratory Technician,Single,199260,7.0,Y,11,8,3,6.0,5,4,0,1,Very High,Excellent,6.3498039923038885
1832,Low,Low,Better,33,No,Travel_Rarely,Research & Development,8,Master,Life Sciences,1,Male,3,Laboratory Technician,Divorced,24510,1.0,Y,13,8,1,9.0,3,9,0,8,Medium,Excellent,5.9970572537602775
1833,High,Low,Good,35,No,Travel_Rarely,Sales,6,Master,Medical,1,Female,2,Manager,Single,94190,1.0,Y,24,8,1,6.0,5,6,1,1,Medium,Outstanding,6.865623188405555
1834,Medium,Very High,Good,36,No,Travel_Rarely,Sales,10,Master,Marketing,1,Male,3,Manager,Married,86860,1.0,Y,13,8,0,18.0,2,18,4,11,High,Excellent,9.710834500466667
1835,Medium,Very High,Good,32,No,Travel_Rarely,Research & Development,3,Master,Medical,1,Female,4,Sales Executive,Divorced,30380,2.0,Y,20,8,0,8.0,3,5,0,3,High,Outstanding,7.8313574879225
1836,Medium,Very High,Good,30,No,Travel_Frequently,Research & Development,4,Doctor,Medical,1,Male,5,Sales Representative,Divorced,30580,9.0,Y,14,8,1,10.0,2,5,0,3,High,Excellent,6.3526412630577775
1837,Low,Very High,Better,53,No,Travel_Rarely,Sales,6,Bachelor,Marketing,1,Male,4,Sales Executive,Married,23250,7.0,Y,18,8,1,35.0,1,5,0,4,Very High,Excellent,10.363845704948611
1838,Very High,Low,Better,45,No,Travel_Rarely,Research & Development,1,Doctor,Technical Degree,1,Male,2,Healthcare Representative,Divorced,20880,4.0,Y,15,8,3,18.0,2,5,0,2,High,Excellent,8.417606280193056
1839,High,High,Good,32,No,Travel_Rarely,Sales,10,Bachelor,Marketing,1,Female,1,Human Resources,Married,30720,5.0,Y,12,8,0,9.0,4,5,1,3,Low,Excellent,6.606526629935556
1840,High,Very High,Better,52,No,Travel_Frequently,Research & Development,1,Below College,Life Sciences,1,Male,2,Laboratory Technician,Married,50060,3.0,Y,16,8,1,31.0,2,9,0,0,High,Excellent,7.562642991092222
1841,Very High,High,Better,37,No,Travel_Rarely,Sales,24,College,Life Sciences,1,Female,4,Laboratory Technician,Divorced,42570,4.0,Y,15,8,0,9.0,2,1,0,0,High,Excellent,6.077824645633055
1842,Medium,Very High,Better,28,No,Travel_Rarely,Research & Development,21,Master,Life Sciences,1,Female,1,Healthcare Representative,Divorced,25000,1.0,Y,16,8,2,6.0,3,5,0,4,High,Excellent,6.2645753642986115
1843,Very High,Very High,Bad,22,No,Travel_Rarely,Research & Development,2,College,Life Sciences,1,Male,1,Sales Representative,Married,11020,6.0,Y,19,8,0,4.0,3,2,2,2,Medium,Excellent,6.415979532163611
1844,Low,Very High,Good,44,No,Travel_Rarely,Research & Development,22,Bachelor,Medical,1,Female,1,Laboratory Technician,Married,104530,2.0,Y,11,8,1,10.0,2,3,0,2,High,Excellent,10.991957939720834
1845,Medium,Very High,Better,42,No,Travel_Frequently,Sales,13,Master,Life Sciences,1,Female,2,Laboratory Technician,Single,22880,5.0,Y,16,8,1,8.0,4,2,2,2,Medium,Excellent,8.00526063100111
1846,Low,Low,Better,36,No,Travel_Rarely,Research & Development,14,Bachelor,Other,1,Male,2,Research Scientist,Married,39290,0.0,Y,24,8,0,6.0,6,5,0,3,Medium,Outstanding,7.605230090605556
1847,High,Low,Better,25,No,Travel_Rarely,Sales,11,Bachelor,Life Sciences,1,Female,1,Laboratory Technician,Married,23110,1.0,Y,11,8,1,5.0,2,5,0,3,High,Excellent,10.396100517890556
1848,Very High,High,Better,35,No,Travel_Rarely,Research & Development,9,College,Life Sciences,1,Female,1,Healthcare Representative,Married,31400,1.0,Y,13,8,1,17.0,2,17,5,15,Medium,Excellent,8.740231282784722
1849,Very High,Medium,Better,35,Yes,Travel_Frequently,Sales,8,College,Marketing,1,Female,1,Laboratory Technician,Divorced,36900,1.0,Y,13,8,1,10.0,2,10,7,8,Very High,Excellent,9.933147373314723
1850,Very High,Very High,Better,32,No,Non-Travel,Research & Development,21,Bachelor,Life Sciences,1,Male,1,Sales Executive,Divorced,44500,0.0,Y,13,8,0,4.0,3,3,0,2,High,Excellent,7.864064327485278
1851,High,Low,Best,25,No,Travel_Rarely,Sales,5,Bachelor,Marketing,1,Female,4,Research Scientist,Married,27560,1.0,Y,12,8,2,5.0,2,5,0,3,High,Excellent,7.749504472692778
1852,High,Low,Better,49,No,Travel_Rarely,Sales,9,Bachelor,Technical Degree,1,Female,2,Sales Representative,Married,190330,2.0,Y,18,8,1,7.0,5,4,0,2,High,Excellent,7.485733708391667
1853,Low,Very High,Good,24,No,Non-Travel,Research & Development,2,Doctor,Technical Degree,1,Male,2,Healthcare Representative,Married,187220,0.0,Y,22,8,1,6.0,3,5,3,4,High,Outstanding,7.55996586629
1854,Medium,Medium,Better,32,No,Travel_Frequently,Research & Development,12,Doctor,Medical,1,Male,1,Research Scientist,Married,95470,1.0,Y,13,8,1,10.0,3,10,5,3,Medium,Excellent,6.819206516643056
1855,Medium,Medium,Better,38,No,Travel_Rarely,Sales,22,College,Medical,1,Male,1,Sales Executive,Married,137340,0.0,Y,13,8,0,3.0,3,2,1,2,Very High,Excellent,6.909301554640833
1856,High,Very High,Good,42,No,Travel_Rarely,Research & Development,18,Below College,Technical Degree,1,Female,2,Research Scientist,Married,199990,2.0,Y,23,8,1,17.0,6,5,1,3,High,Outstanding,9.599522972339166
1857,Very High,Very High,Better,31,No,Travel_Rarely,Research & Development,16,Bachelor,Life Sciences,1,Female,3,Sales Executive,Married,22790,3.0,Y,12,8,1,8.0,3,6,0,2,High,Excellent,10.010070641762223
1858,Medium,High,Better,29,Yes,Travel_Rarely,Sales,3,Bachelor,Marketing,1,Male,3,Laboratory Technician,Divorced,59160,6.0,Y,12,8,0,5.0,2,3,0,2,High,Excellent,9.408224932249167
1859,Low,Very High,Better,53,No,Travel_Rarely,Research & Development,9,Bachelor,Life Sciences,1,Male,1,Sales Representative,Married,20890,5.0,Y,16,8,0,28.0,2,2,2,2,Medium,Excellent,6.356493664717222
1860,Very High,Medium,Better,35,No,Travel_Rarely,Research & Development,1,Bachelor,Life Sciences,1,Male,3,Healthcare Representative,Married,167920,3.0,Y,12,8,1,16.0,3,13,4,8,Very High,Excellent,7.119608585858333
1861,High,Very High,Better,37,No,Travel_Frequently,Research & Development,13,Master,Life Sciences,1,Female,3,Human Resources,Married,35640,5.0,Y,11,8,0,10.0,1,5,0,0,Low,Excellent,7.370777320530277
1862,Very High,Very High,Better,53,No,Travel_Rarely,Research & Development,1,Below College,Medical,1,Male,1,Sales Executive,Single,44250,6.0,Y,22,8,1,33.0,2,12,3,8,Very High,Outstanding,6.695520977408889
1863,Very High,Very High,Good,43,No,Travel_Frequently,Research & Development,1,Bachelor,Medical,1,Male,1,Laboratory Technician,Married,52650,4.0,Y,11,8,1,12.0,4,5,2,2,High,Excellent,7.641500721500556
1864,High,Very High,Better,47,No,Travel_Rarely,Sales,15,Master,Marketing,1,Female,3,Research Director,Married,65530,0.0,Y,15,8,0,8.0,2,7,7,7,High,Excellent,10.585021459227223
1865,Low,Medium,Better,37,No,Non-Travel,Research & Development,1,Doctor,Medical,1,Female,2,Research Scientist,Single,62610,1.0,Y,12,8,0,10.0,1,10,0,9,High,Excellent,8.275650860065
1866,Low,Low,Better,50,No,Non-Travel,Research & Development,17,Bachelor,Medical,1,Female,1,Laboratory Technician,Divorced,42980,1.0,Y,20,8,1,31.0,6,31,14,7,High,Outstanding,6.5557941752325
1867,Very High,Very High,Better,39,No,Travel_Rarely,Research & Development,1,Bachelor,Other,1,Female,3,Human Resources,Married,68040,8.0,Y,14,8,1,13.0,3,5,0,4,Medium,Excellent,6.898741830065278
1868,Very High,Medium,Best,33,No,Travel_Rarely,Sales,7,Bachelor,Life Sciences,1,Male,2,Manufacturing Director,Divorced,38150,3.0,Y,11,8,1,7.0,3,4,0,3,High,Excellent,9.387757116620556
1869,Low,Very High,Bad,32,Yes,Travel_Rarely,Research & Development,9,Below College,Medical,1,Female,1,Laboratory Technician,Single,27410,1.0,Y,15,8,1,1.0,5,1,0,1,Medium,Excellent,9.913488179668889
1870,Low,Very High,Better,29,No,Travel_Rarely,Research & Development,5,Master,Life Sciences,1,Female,4,Healthcare Representative,Divorced,66730,6.0,Y,12,8,1,8.0,2,4,0,3,Very High,Excellent,6.369212204007222
1871,Medium,Low,Better,44,No,Travel_Rarely,Research & Development,26,College,Life Sciences,1,Male,2,Manufacturing Director,Married,76390,1.0,Y,14,8,0,8.0,6,8,7,1,High,Excellent,9.774399141630834
1872,Low,Very High,Better,28,No,Travel_Rarely,Sales,24,Doctor,Life Sciences,1,Female,1,Research Scientist,Single,23280,1.0,Y,11,8,2,4.0,3,4,0,2,High,Excellent,6.374206008583611
1873,Very High,Very High,Good,58,Yes,Travel_Frequently,Sales,9,College,Technical Degree,1,Male,1,Sales Executive,Divorced,21530,9.0,Y,11,8,0,3.0,3,1,0,0,High,Excellent,10.503385634588334
1874,Low,Medium,Best,43,No,Travel_Rarely,Sales,7,Master,Marketing,1,Male,2,Sales Executive,Divorced,48760,4.0,Y,16,8,2,4.0,4,1,0,0,High,Excellent,6.549217171716944
1875,High,High,Good,20,Yes,Travel_Rarely,Research & Development,11,Bachelor,Medical,1,Male,2,Sales Executive,Single,93960,1.0,Y,12,8,0,2.0,6,2,0,2,Low,Excellent,7.130230716253333
1876,Very High,Very High,Good,21,Yes,Travel_Rarely,Research & Development,1,Bachelor,Medical,1,Male,2,Sales Executive,Single,104000,1.0,Y,13,8,1,1.0,2,1,0,0,High,Excellent,7.8593410293408335
1877,High,Very High,Good,36,No,Travel_Rarely,Research & Development,26,Master,Medical,1,Male,1,Laboratory Technician,Married,84740,0.0,Y,14,8,0,17.0,3,16,4,11,High,Excellent,10.229868860276389
1878,Very High,Very High,Good,47,No,Travel_Rarely,Research & Development,2,Bachelor,Life Sciences,1,Male,2,Manufacturing Director,Single,99810,1.0,Y,21,8,1,3.0,3,3,1,2,High,Outstanding,8.446220641373056
1879,Medium,High,Best,22,Yes,Travel_Rarely,Research & Development,15,Master,Life Sciences,1,Female,1,Laboratory Technician,Married,124900,0.0,Y,13,8,0,4.0,3,3,0,2,High,Excellent,9.773981481481389
1880,Medium,Very High,Good,41,Yes,Travel_Rarely,Research & Development,23,Bachelor,Life Sciences,1,Female,2,Sales Executive,Divorced,26570,4.0,Y,11,8,0,10.0,3,7,1,0,Very High,Excellent,10.448494277539167
1881,High,High,Better,28,No,Travel_Rarely,Research & Development,10,Bachelor,Life Sciences,1,Female,3,Manager,Divorced,135910,5.0,Y,20,8,1,6.0,2,2,2,2,High,Outstanding,7.680597677595555
1882,Very High,Low,Bad,39,Yes,Travel_Rarely,Research & Development,10,Master,Life Sciences,1,Female,4,Human Resources,Married,66960,7.0,Y,11,8,0,8.0,3,2,2,2,High,Excellent,10.692266021207777
1883,Medium,High,Better,27,No,Travel_Rarely,Research & Development,1,Bachelor,Medical,1,Male,1,Research Scientist,Single,20580,1.0,Y,14,8,1,1.0,5,1,0,0,High,Excellent,7.6989424951266665
1884,Medium,Medium,Better,34,No,Travel_Rarely,Research & Development,12,College,Technical Degree,1,Male,2,Human Resources,Divorced,88650,1.0,Y,11,8,1,1.0,0,1,1,0,High,Excellent,7.623419990503056
1885,High,High,Better,42,No,Travel_Rarely,Sales,11,Below College,Technical Degree,1,Male,2,Human Resources,Single,59400,7.0,Y,16,8,0,10.0,2,5,0,3,Medium,Excellent,6.845014430014166
1886,High,Low,Better,33,No,Travel_Rarely,Sales,2,Bachelor,Marketing,1,Female,1,Sales Executive,Single,59140,3.0,Y,16,8,1,6.0,4,3,0,2,High,Excellent,10.528982624599722
1887,High,Medium,Better,58,No,Travel_Rarely,Research & Development,2,Master,Life Sciences,1,Male,1,Research Scientist,Divorced,26220,2.0,Y,23,8,0,24.0,3,6,0,4,High,Outstanding,8.276629867046388
